nct_id,site,title,official_title,status,study_type,phase,conditions,enrollment,start_date,completion_date,primary_outcome,summary,eligibility_criteria,sex,min_age,max_age,officials,locations,therapeutic_areas,fetch_time,query_term,start_date_dt,completion_date_dt,study_duration_days,enrollment_velocity,is_completed,is_terminated
NCT03084614,National Institutes of Health Clinical Center (CC),CD8 Reactivity to Microorganisms in Blood and Breast Milk,CD8 Reactivity to Microorganisms in Blood and Breast Milk,TERMINATED,OBSERVATIONAL,,"Immune Modulation, Tuberculosis, Leprosy, Pertussis, Lyme Disease",10,2017-03-28,2019-11-08,To compare the in vitro and mouse model immune stimulatoryproperties of lysates derived from microbe-specific CDB+ T cellenriched sources.,"Background:

When a person is exposed to something that causes an infection, the body sends a type of cell called CD8 T cells to attack it. Those cells are also found in breast milk. Nursing mothers pass these cells to their child, which helps the child fight infections, too. Researchers want to learn more about how CD8 cells work to keep people healthy.

Objective:

To learn more about how the human body fights off infections.

Eligibility:

People age 18 years and older who either have an infection, are suspected to have an infection, or recently got a vaccine.

The household contacts of these people and people who have not been recently exposed to any infection are also needed.

Design:

Participants will be screened with a medical and health history and physical exam. They may have blood tests.

The first study visit can be the same day as screening. It can be up to 3 months later. For those visits, screening tests will be repeated.

At the first visit, participants will have blood collected from an arm vein.

Participants who are breastfeeding may provide a small sample of breast milk. They may collect it at home or bring a pumping device to NIH to collect it. NIH can also provide a breast pump.

Participants may be contacted for up to 1 year after the first visit to give samples of blood and/or breast milk.

Up to 4 additional visits, which will each take about 1 hour, may be scheduled.

A personal physician or local lab can collect blood from participants and ship it to NIH. Breast milk cannot be shipped.","-INCLUSION CRITERIA:

1. Age 18+ years.
2. Willing to allow storage of blood, breast milk, and cells for future research.
3. Willing to have genetic testing performed.
4. Meets one of the 3 following criteria:

   1. Confirmed exposure:

      -Exposure has been verifiably documented (eg, receiving an immunization or DNCB sensitization treatment).

      OR

      -Clinical history is consistent with established epidemiology of the microbe of interest (eg, documentation of past infection; or to a lesser priority travel to endemic areas or living with an individual that suffers from chronic infection with the targeted microbe).

      AND

      -Positive results on established clinical immunity tests (eg, viral RNA, antibody titers, etc).
   2. Suspected exposure: Clinical history is consistent with established epidemiology of the microbe of interest (eg, travel to endemic areas, documentation of past infection) but no established clinical assay exists to verify exposure.
   3. Non-exposed: Absence of exposure to targeted microorganisms as measured by lack of exposure to infected individuals, lack of travel to endemic areas, no immunization history, negative screening tests, or other methods of establishing exposure history to mucosal microbial agents.

EXCLUSION CRITERIA:

1. Active use of immunosuppressive medications.
2. Any condition that, in the opinion of the investigator, contraindicates participation in this study.",ALL,18 Years,99 Years,"Ian A Myles, M.D. (PRINCIPAL_INVESTIGATOR)",United States,"Immune Modulation, Tuberculosis, Leprosy, Pertussis, Lyme Disease",2025-11-03T08:19:42.464579,whooping cough,2017-03-28,2019-11-08,955.0,0.010471204188481676,False,True
NCT01323959,GlaxoSmithKline,Immunogenicity and Safety of Booster Dose of BoostrixTM Polio Vaccine in Previously Boosted Adults,"Evaluation of GSK Biologicals' Boostrix™ Polio in Healthy Adults, 10 Years After a Booster Vaccination",COMPLETED,INTERVENTIONAL,PHASE4,"Acellular Pertussis, Poliomyelitis, Diphtheria, Tetanus",212,2011-04-01,2012-03-01,Number of Seroprotected Subjects Against Diphteria (D) and Tetanus (T) Antigens,"This study will evaluate the persistence of immune response against diphtheria, tetanus, pertussis and poliomyelitis in healthy adults, 10 years after a booster dose, and also assess the immunogenicity and safety of another booster dose of BoostrixTM Polio.","Inclusion Criteria:

* Subjects who the investigator believes can and will comply with the requirements of the protocol.
* Male or female subjects who have received vaccine in study NCT01277705.
* Written informed consent obtained from the subject.
* Healthy subjects as established by medical history and clinical examination before entering into the study.
* Female subjects of non-childbearing potential may be enrolled in the study.
* Female subjects of childbearing potential may be enrolled in the study and receive the booster vaccine, if the subject:

  * practices/has practiced adequate contraception for 30 days prior to vaccination, and
  * has a negative pregnancy test on the day of vaccination, and
  * agrees to continue adequate contraception during the entire booster epoch.

Exclusion Criteria:

* Use of any investigational or non-registered product other than the study vaccine within 30 days preceding the booster dose of the study vaccine, or planned use during the study period.
* Chronic administration of immunosuppressants or other immune-modifying drugs within six months prior to the booster dose.
* Administration of a vaccine not foreseen by the study protocol within 30 days prior to booster vaccination, or planned administration during the active study period.
* Concurrently participating in another clinical study, at any time during the study period, in which the subject has been or will be exposed to an investigational or a non-investigational product.
* History of any reaction or hypersensitivity likely to be exacerbated by any component of the vaccine.
* Previous booster vaccination against diphtheria, tetanus, pertussis or poliovirus since the dose received in study NCT01277705. In Germany, previous dose of a monovalent vaccine against pertussis is allowed for subjects in the Group C.
* History of diphtheria, tetanus, pertussis or poliomyelitis diseases following the receipt of booster dose in study NCT01277705.
* Any confirmed or suspected immunosuppressive or immunodeficiency condition based on medical history and physical examination.
* Occurrence of transient thrombocytopenia or neurological complications following an earlier immunisation against diphtheria and/or tetanus.
* Occurrence of any of the following adverse event after a previous administration of a DTP vaccine:

  * Hypersensitivity reaction to any component of the vaccine,
  * encephalopathy of unknown aetiology occurring within seven days following previous vaccination with pertussis-containing vaccine,
  * fever ≥ 40°C within 48 hours of vaccination not due to another identifiable cause,
  * collapse or shock-like state within 48 hours of vaccination,
  * convulsions with or without fever, occurring within 3 days of vaccination.
* Administration of immunoglobulins and/or any blood products within the three months preceding the booster dose or planned administration during the study period.
* Acute disease and/or fever at the time of enrolment.
* Pregnant or lactating female.
* Female planning to become pregnant or planning to discontinue contraceptive precautions.",ALL,25 Years,,GSK Clinical Trials (STUDY_DIRECTOR),"Germany, France","Acellular Pertussis, Poliomyelitis, Diphtheria, Tetanus",2025-11-03T08:19:42.464579,whooping cough,2011-04-01,2012-03-01,335.0,0.6328358208955224,True,False
NCT01616459,GlaxoSmithKline,Immunogenicity and Safety of Two Formulations of GSK Biologicals' Pneumococcal Vaccine (2830929A and 2830930A) When Administered in Healthy Infants,Immunogenicity and Safety Study of Two Formulations of GlaxoSmithKline (GSK) Biologicals' Pneumococcal Vaccine (2830929A and 2830930A) When Administered in Healthy Infants,COMPLETED,INTERVENTIONAL,PHASE2,"Infections, Streptococcal",953,2012-07-11,2014-01-22,Antibody Concentrations Against Pneumococcal Serotypes During the Primary Phase of the Study,"The purpose of this study is to assess the immunogenicity, reactogenicity and safety of two formulations of GSK Biologicals' pneumococcal vaccine (2830929A and 2830930A) administered as 3-dose primary vaccination during the first 6 months of life followed by a booster dose in the second year of life. To comply with the routine infant immunisation program, the licensed GSK Biologicals DTPa-HBV-IPV/Hib (Infanrix hexa) vaccine will be co-administered in infants with the pneumococcal study vaccines.","Inclusion Criteria:

* Subjects who the investigator believes that their parent(s)/Legally Acceptable Representative(s) (LARs) can and will comply with the requirements of the protocol.
* A male or female between, and including 6 to 12 weeks (42-90 days) of age at the time of the first vaccination. In addition, the first pneumococcal and DTPa-HBV-IPV/Hib vaccination should be given in accordance with the official national recommendations for the immunisation schedule of infants.
* Written informed consent obtained from the parents/LAR(s) of the subject.
* Healthy subjects as established by medical history and clinical examination before entering into the study.
* Born after a gestation period of at least 36 weeks.

Exclusion Criteria:

* Child in care.
* Use of any investigational or non-registered product other than the study vaccine(s) within 30 days preceding the first dose of study vaccine, or planned use during the study period.
* Chronic administration of immunosuppressants or other immune-modifying drugs since birth.
* Planned administration/administration of a vaccine containing diphtheria toxoid, tetanus toxoid (except MenC-TT in Spain) or CRM197 and not foreseen by the study protocol during any time of the study period, or of any other vaccines not foreseen by the protocol in the period starting from 30 days before each dose and ending 30 days after each dose of vaccine(s), with the following exceptions:

  * Licensed influenza vaccines are always allowed, even if concomitantly administered with the study vaccines.
  * Licensed rotavirus vaccines are allowed if administered at least 7 days before or after each dose of study of vaccines.
  * Licensed MenC-TT vaccine is allowed in Spain and should be concomitantly administered with the study vaccine at around 2, 4 and 12-15 months of age.
  * In case an emergency mass vaccination for an unforeseen public health threat (e.g. a pandemic) is organised by the public health authorities, outside the routine immunization program, that vaccine can be administered at any time during the study period provided it is licensed and used according to its Summary of Product Characteristics or Prescribing Information and according to the local governmental recommendations.
* Concurrently participating in another clinical study, at any time during the study period, in which the subject has been or will be exposed to an investigational or a non-investigational product .
* Any confirmed or suspected immunosuppressive or immunodeficient condition, based on medical history and physical examination.
* Family history of congenital or hereditary immunodeficiency.
* History of any reaction or hypersensitivity likely to be exacerbated by any component of the vaccine(s).
* Major congenital defects or serious chronic illness, including Kawasaki's syndrome.
* History of any neurological disorders or seizures, including conditions such as hypotensive-hyporesponsive episodes, encephalopathy and any convulsions (afebrile and febrile).
* Acute disease and/or fever at the time of enrolment.
* Administration of immunoglobulins and/or any blood products since birth or planned administration during study period.
* Previous vaccination against diphtheria, tetanus, pertussis, polio, H. influenzae type b.
* Previous vaccination against S. pneumoniae.
* History of or intercurrent diphtheria, tetanus, pertussis, hepatitis B, polio, H. influenzae type b disease.
* Any medical condition which might interfere with the assessment of the study objectives in the opinion of the investigator.",ALL,6 Weeks,12 Weeks,GSK Clinical Trials (STUDY_DIRECTOR),"Czechia, Spain, Poland, Germany","Infections, Streptococcal",2025-11-03T08:19:42.856094,whooping cough,2012-07-11,2014-01-22,560.0,1.7017857142857142,True,False
NCT01977196,PT Bio Farma,The Safety and Immunogenicity of DTP/Hepatitis B 10ug Hib Vaccine (Bio Farma),Phase 1 of DTP/Hepatitis B 10ug Hib Vaccine,COMPLETED,INTERVENTIONAL,PHASE1,Healthy,30,2011-04,2011-07,Incidence rate of adverse event of DTP/Hepatitis B/Hib vaccine (Bio Farma),The objective of this study was to know the safety of DTP/Hepatitis B and Hib/PRP-T vaccine and immediate reactions within the first 30 minutes after injection.,"Inclusion Criteria:

* Infant 6-11 week of age
* Infant born after 37-42 week of pregnancy
* Infant weighting more than 2.5 kg at birth
* Father, mother or legally acceptable representative properly informed about the study and having signed the informed consent form
* Parents commit themselves to comply with the indication of the investigator and with the schedule of the trial

Exclusion Criteria:

* Child concomitantly enroll or schedule to be enroll in another trial
* Evolving moderate or severe illness, especially infectious diseases or fever (axillary temperature \>=37.5 Celsius on Day 0)
* Known history of allergy to any component of the vaccine component (e.g.formaldehyde)
* History of uncontrolled coagulopathy or blood disorder contraindicating intramuscular injection
* Known history of congenital or acquired immunodeficiency (including HIV infection)
* Child who has received in the previous 4 weeks a treatment likely to alter the immune response (intravenous immunoglobulin, blood derived product or long term corticotherapy (\>2 minggu)
* Other vaccination within the 7 days prior to inclusion with the exception of BCG and poliomyelitis
* Any abnormality or chronic disease which according to the investigator might interfere with the assessment of the trial objective
* Infant with a known history of diphteria, tetanus, pertussis, Hib, Hepatitis B infection",ALL,6 Weeks,11 Weeks,"Kusnandi Rusmil, PhD (PRINCIPAL_INVESTIGATOR)",Indonesia,Healthy,2025-11-03T08:19:42.856094,whooping cough,,,,0.0,True,False
NCT00376779,GlaxoSmithKline,"Immunogenicity and Safety of a DTPa-HBV-IPV/Hib Vaccine Given at 2, 3 and 4 Months of Age","A Phase II, Observer-blind, Randomized Study to Evaluate the Immunogenicity, Safety and Reactogenicity of GlaxoSmithKline (GSK) Biologicals' Combined DssiTgdPa-HBV-IPV/Hib Vaccine Containing Diphtheria Toxoid From the Statens Serum Institute (SSI) of Denmark and Tetanus Toxoid From GSK Biologicals' Kft [GD], Compared to the Currently Licensed GSK Biologicals' DTPa-HBV-IPV/Hib Vaccine (Infanrix Hexa TM) When Administered to Healthy Infants at 2, 3 and 4 Months of Age.",COMPLETED,INTERVENTIONAL,PHASE2,"Acellular Pertussis, Tetanus, Diphtheria, Hepatitis B, Poliomyelitis, Haemophilus Influenzae Type b",450,2006-10,2007-05,Antibody concentration/response to all vaccine antigens after vaccination,"The purpose of this study is to show that the immunogenicity of newly formulated DTPa-HBV-IPV/Hib vaccine is as good as the immunogenicity of the currently licensed formulation of the vaccine. The vaccine will be administered as a primary vaccination course to healthy infants at 2, 3 and 4 months of age and its safety and reactogenicity will also be assessed.","Inclusion Criteria:

* A healthy male or female between, and including, 8 and 12 weeks of age at the time of the first vaccination.
* Written informed consent obtained from the parents/guardians of the subject.
* Born after a normal gestation period of 36 to 42 weeks.

Exclusion Criteria:

* Use of any investigational or non-registered product (drug or vaccine) other than the study vaccine(s) within 30 days preceding the first dose of study vaccine, or planned use during the study period.
* Chronic administration (defined as more than 14 days) of immunosuppressants or other immune-modifying drugs from birth until first primary vaccination dose.
* Administration of immunoglobulins and/or any blood products since birth or planned administration during the study period.
* Administration/planned administration of a vaccine not foreseen by the study protocol during the period starting 30 days before the administration of the first dose and ending 30 days after the last dose, with the exception of the human rotavirus (HRV) vaccine.
* Concurrently participating in another clinical study, at any time during the study period, in which the subject has been or will be exposed to an investigational or a non-investigational product (pharmaceutical product or device).
* Evidence of previous or intercurrent diphtheria, tetanus, pertussis, polio, hepatitis B and/or Haemophilus influenza type b (Hib) vaccination or disease.
* Hepatitis B virus (HBV) vaccination at birth.
* History of seizures or progressive neurological disease.",ALL,8 Weeks,12 Weeks,GSK Clinical Trials (STUDY_DIRECTOR),Finland,"Acellular Pertussis, Tetanus, Diphtheria, Hepatitis B, Poliomyelitis, Haemophilus Influenzae Type b",2025-11-03T08:19:42.857093,whooping cough,,,,0.0,True,False
NCT00426361,GlaxoSmithKline,Evaluation of Safety and Immunogenicity of Co-administering Human Papillomavirus (HPV) Vaccine With Other Vaccines in Healthy Female Subjects,A Multicentre Study to Evaluate the Immunogenicity and Safety of GSK Biologicals' HPV Vaccine (580299) Co-administered With Boostrix Polio (dTpa-IPV) in Healthy Female Subjects Aged 10-18 Years,COMPLETED,INTERVENTIONAL,PHASE3,"Infections, Papillomavirus",751,2007-02-13,2008-07-25,Number of Subjects Seroprotected Against Diphtheria and Tetanus,"Infection with human papillomavirus (HPV) has been clearly established as the central cause of cervical cancer. Vaccination of pre-teens and adolescents, ideally before sexual debut and thus before exposure to oncogenic HPV, is a rational strategy for prevention of cervical cancer, and so HPV vaccination could complement the existing pre-adolescent/adolescents platform. Therefore, this Phase IIIb study is designed to evaluate the safety and immunogenicity of co-administering Boostrix polio (dTpa-IPV) with GSK Biologicals' (580299)HPV-16/18 L1 AS04 vaccine (Cervarix TM) as compared to the administration of either vaccine alone.

The Protocol Posting has been updated in order to comply with the FDA Amendment Act, Sep 2007.","Inclusion Criteria:

* Subjects who the investigator believes that they and their parents/legally acceptable representatives can, and will, comply with the requirements of the protocol should be enrolled in the study.
* A female between, and including, 10 and 18 years of age at the time of the first vaccination.
* Written informed consent/assent obtained from the subject prior to enrolment. For subjects above the legal age of consent, written informed consent must be obtained from the subject. For subjects below legal age of consent, written informed consent obtained from the subject's parent/LAR, and written informed assent must be obtained from the subject.
* Healthy subjects, as established by medical history and history-directed physical examination, before entering into the study.
* Previously completed routine childhood vaccinations according to the recommended vaccination schedule at the time.
* Subjects must have a negative urine pregnancy test.
* Subject must be of non-childbearing potential, or if she is of childbearing potential, she must practice adequate contraception for 30 days prior to vaccination, have a negative pregnancy test and must agree to continue such precautions for two months after completion of the vaccination series. Subjects who reach menarche during the study, and therefore become of childbearing potential, must agree to follow the same precautions.

Exclusion Criteria:

* Use of any investigational or non-registered product (drug or vaccine) other than the study vaccine(s) within 30 days preceding the first dose of study vaccine, or planned use during the study period (up to Month 12/13).
* Concurrently participating in another clinical study, at any time during the study period, in which the subject has been or will be exposed to an investigational or a non-investigational product (pharmaceutical product or device).
* Chronic administration of immunosuppressants or other immune-modifying drugs within six months prior to the first vaccine dose.
* Planned administration/administration of a vaccine not foreseen by the study protocol within 30 days before and 30 days after each dose of vaccine(s). Administration of routine vaccines up to 8 days before the first dose of study vaccine is allowed. Enrolment will be deferred until the subject is outside of specified window.
* A woman planning to become pregnant, likely to become pregnant or planning to discontinue contraceptive precautions during the study period and up to two months after the last vaccine dose.
* Pregnant or breastfeeding women.
* Previous vaccination against HPV or planned administration of any HPV vaccine other than that foreseen by the study protocol during the study period.
* Previous administration of components of the investigational vaccine
* Administration of a diphtheria, tetanus, pertussis (DTP) vaccine, diphtheria-tetanus (Td) booster or dTpa vaccine within the previous five years.
* Administration of a pre-school booster of Oral Polio Vaccine (OPV) or Inactivated Polio Virus (IPV) vaccine (4 or 5th dose) within the previous five years.
* Hypersensitivity to latex.
* Known acute or chronic, clinically significant neurologic, hepatic or renal functional abnormality or thrombocytopenia, as determined by previous physical examination or laboratory tests.
* Cancer or autoimmune disease under treatment.
* History of allergic disease or reactions likely to be exacerbated by any component of the vaccines.
* History of encephalopathy within seven days of administration of a previous dose of pertussis vaccine that is not attributable to another identifiable cause.
* Temperature of \>=40°C within 48 hours of receipt of a prior dose of DTP vaccine (DTPw and/or DTPa), not due to another identifiable cause.
* Collapse or shock-like state within 48 hours of receipt of a prior dose of DTP vaccine (DTPw and/or DTPa).
* Seizures with or without fever within three days of a prior dose of DTP vaccine (Diphtheria, Tetanus, whole cell Pertussis vaccine DTPw and/or Diphtheria, Tetanus, acellular Pertussis vaccine DTPa).
* Persistent, inconsolable crying lasting \>=3 hours, occurring within 48 hours of a prior dose of DTP vaccine (DTPw and/or DTPa).
* Severe Arthus-type hypersensitivity reactions following a prior dose of tetanus toxoid within the previous 10 years.
* Known exposure to diphtheria or household exposure to pertussis within 30 days before (i.e., Day 0-29) vaccination with Diphtheria, Tetanus, acellular Pertussis and inactivated polio virus vaccine (dTpa-IPV).
* Diphtheria and/or tetanus and/or pertussis and/or polio diagnosed within 30 days before (i.e., Day 0-29) vaccination with dTpa-IPV.
* Presence of a contra-indication to vaccination according to the product leaflet of the commercially available dTpa-IPV vaccine.
* Any confirmed or suspected immunosuppressive or immunodeficient condition, based on medical history and physical examination.
* Acute disease at the time of enrolment.
* Administration of immunoglobulins and/or any blood products within the 3 months preceding the first dose of study vaccine or planned administration during the study period. Enrolment will be postponed until the subject is outside the specified window.",FEMALE,10 Years,18 Years,GSK Clinical Trials (STUDY_DIRECTOR),"Spain, Germany, France","Infections, Papillomavirus",2025-11-03T08:19:42.857093,whooping cough,2007-02-13,2008-07-25,528.0,1.4223484848484849,True,False
NCT02140047,Mitsubishi Tanabe Pharma Corporation,Exploratory Clinical Study of MT-2301,Exploratory Clinical Study of MT-2301 in Healthy Infants (Phase 2),COMPLETED,INTERVENTIONAL,PHASE2,Haemophilus Influenza Type b,154,2014-04,2015-09,"Antibody Prevalence Rate Against Anti-PRP With 1 μg/mL or Higher, Defined as the Percentage of Participants With the Antibody Against Anti-PRP",The purpose of this study is to evaluate efficacy and safety of MT-2301 when co-administered with DPT-IPV using ActHIB® as a control in healthy infants.,"Inclusion Criteria:

* Healthy infants aged ≥2 and \<7 months at the first vaccination of the study drug
* Written informed consent is obtained from a legal guardian (parent)

Exclusion Criteria:

* With obvious pyrexia (axillary temperature of 37.5ºC or higher) at vaccination of the study drug
* With known serious acute disease
* With known underlying disease such as cardiovascular disease, renal disease, hepatic disease, blood dyscrasia, and respiratory disease
* With past diagnosis of immunodeficiency or currently under immunosuppressive treatment
* History of anaphylaxis due to food or pharmaceuticals
* With experience of Hib infection, diphtheria, pertussis, tetanus, and acute poliomyelitis
* With experience of Hib vaccination, or administration of vaccine including either diphtheria, pertussis, tetanus, or polio as a constituent
* History of convulsions
* Administered a live vaccine within 27 days before the first vaccination of the study drug, or inactivated vaccine or toxoid within 6 days before vaccination
* Administered transfusion, immunosuppressant (excluding drugs for external use), or immunoglobulin formulation
* Administered corticosteroid 2 mg/kg per day or more as prednisolone (excluding drugs for external use) continuously for more than 1 week
* Participated in other studies within 12 weeks before obtaining consent",ALL,2 Months,7 Months,"Takashi Nakano, M.D., Ph.D. (STUDY_DIRECTOR)",Japan,Haemophilus Influenza Type b,2025-11-03T08:19:42.857093,whooping cough,,,,0.0,True,False
NCT00370318,GlaxoSmithKline,Prophylactic Antipyretic Treatment in Children Receiving Pneumococcal Conjugate and Standard Infant Vaccines,"Multicentre Study to Assess the Effect of Prophylactic Antipyretic Treatment on the Rate of Febrile Reactions Following Concomitant Administration of GSK Biologicals' 10-valent Pneumococcal Conjugate, Infanrix Hexa and Rotarix Vaccines",COMPLETED,INTERVENTIONAL,PHASE3,"Infections, Rotavirus",400,2006-09,2007-04,Occurrence of fever > or = to 38°C (rectal temperature),The purpose of this trial is to assess if the rate of febrile reactions following the co-administration of pneumococcal conjugate vaccines with standard infant vaccines is lowered when paracetamol is given prophylactically.,"Inclusion Criteria:

* Healthy children 9-16 weeks old and born after a gestation of at least 36 weeks.

Exclusion Criteria:

* Body weight \< 4.5 kg
* Children having received or planning to receive any investigational or non-registered products, vaccines not foreseen in the protocol, and immune modifying drugs
* Children with any disease that affects the immune system or gastro-intestinal tract
* Children with a history of seizures, allergic disease, or disease(s) covered by the vaccines
* Children with contraindication to paracetamol treatment.",ALL,9 Weeks,16 Weeks,GSK Clinical Trials (STUDY_DIRECTOR),Czechia,"Infections, Rotavirus",2025-11-03T08:19:42.857093,whooping cough,,,,0.0,True,False
NCT00474526,Novartis,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"A Phase 3, Open-Label, Randomized, Parallel-Group, Multi-Center Study to Evaluate the Safety and Immunogenicity of Novartis Meningococcal ACWY Conjugate Vaccine When Administered With Routine Infant Vaccinations to Healthy Infants",COMPLETED,INTERVENTIONAL,PHASE3,"Meningitis, Meningococcal",4545,2007-03,2009-11,Percentage of Subjects With hSBA Titer >=1:8 - US Subjects,This study will evaluate the safety and immune response of the Novartis Meningococcal ACWY conjugate vaccine when administered with routine infant vaccinations to healthy infants.,"Inclusion Criteria:

* Healthy term 2-month-old infants for whom a parent/legal representative has given written informed consent.

Exclusion Criteria:

* Subjects with a previous or suspected disease caused by Neisseria meningitidis, Corynebacterium diphtheriae, Clostridium tetani, Poliovirus, Hepatitis B, Haemophilus influenzae type b (Hib), Pneumococcus or Bordetella pertussis; previous immunization with a meningococcal vaccine or vaccine containing meningococcal antigen(s) or prior vaccination with Diptheria, Tetanus, Pertussis (acellular or whole cell), inactivated polio vaccineIPV or oral polio vaccineOPV, H. influenzae type b (Hib) or Pneumococcus; who have had household contact with and/or intimate exposure to an individual with laboratory confirmed N. meningitidis (serogroups A, C, W-135, or Y), B. pertussis, Hib, C. diphtheriae, Polio, or pneumococcal infection at any time since birth; Any serious acute, chronic or progressive disease",ALL,2 Months,2 Months,Novartis - Vaccines (STUDY_CHAIR),"Colombia, United States, Argentina","Meningitis, Meningococcal",2025-11-03T08:19:42.857093,whooping cough,,,,0.0,True,False
NCT05951725,CanSino Biologics Inc.,"A Clinical Trial of Diphtheria, Tetanus and Acellular Pertussis (Three Components) Combined Vaccine, Adsorbed(DTcP)","A Randomized, Blinded, Positive Vaccine-controlled Phase III Clinical Trial to Evaluate the Safety and Immunogenicity of DTcP in Infants and Children at 2 and 3 Months of Age",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,"Diphtheria, Tetanus and Acellular Pertussis",2520,2023-08-11,2025-04-01,"Serum anti-Pertussis Toxoid(PT), Filamentous hemagglutmin(FHA), Pertactin(PRN), DT(Diphtheria Toxoid), TT(Tetanus Toxoid) antibody positive conversion rate,GMC 30 days after completion of basal immunization in subjects in the 3-month-old group","The combined pertussis, diphtheria and tetanus vaccine, the first vaccine to be included in the Expanded Programme of Immunization(EPI) of World Health Organization(WHO), has played an important role in the prevention and control of these three infectious diseases. The (diphtheria，tetanus and acellular pertussis combined vaccine，DTaP) vaccine was successfully developed in China in 1993, and its safety and serological effects were confirmed by the observation of human safety, with mild vaccination reactions and good immunization effects.The (Diphtheria-tetanus-component acellular pertussis vaccine, DTcP) vaccine is suitable for immunization against pertussis, diphtheria and tetanus infections in people between 2 and 24 months of age.","Inclusion Criteria:

* 2 months of age (60\~89 days), 3 months of age (90\~119 days), willing to provide identification documents
* The legal guardian or delegate has given informed consent, voluntarily signed the informed consent form, and can comply with the requirements of the clinical study protocol

Exclusion Criteria:

* Infants 2 months of age who have received a vaccine containing the components of diphtheria, IPV, Hib, or 13-valent pneumococcal polysaccharide conjugate vaccine
* Infants 3 months of age who have received vaccines containing diphtheria, Hib, or 13-valent pneumococcal polysaccharide conjugate vaccine or group A, group C meningococcal conjugate vaccine
* 3-month-old infant vaccinated with IPV
* Premature birth (delivery before the 37th week of gestation), low birth weight (birth weight \<2500g) for 2-month-old (60-89 days) and 3-month-old (90-119 days) infants
* History of abnormal labor, asphyxia, and neurological damage
* Those who have suffered from pertussis, diphtheria or tetanus
* Individuals who have had household contact with individuals with confirmed pertussis, diphtheria, or tetanus disease in the past 30 days
* History of allergy to vaccines or vaccine components, severe side effects to vaccines such as allergy, urticaria, respiratory distress, angioneurotic edema
* Those with a history of epilepsy, convulsions, convulsions, cerebral palsy, or a history of mental illness or family history; or other progressive neurological disorders
* Have been diagnosed with a congenital or acquired immunodeficiency, HIV infection, lymphoma, leukemia, systemic lupus erythematosus (SLE), juvenile rheumatoid arthritis (JRA), or other autoimmune disease
* Any condition resulting in absence of spleen, defective spleen function
* Known or suspected acute disease or serious chronic disease (including: serious respiratory disease, serious cardiovascular disease, liver and kidney disease, serious skin disease, malignant tumor, etc.); or in the acute phase of chronic disease
* Physician-diagnosed coagulation abnormalities (e.g., clotting factor deficiency, coagulopathy, platelet abnormalities) or significant bruising or clotting disorders
* Have had immunosuppressive or modifying agents, cytotoxic continuous treatment for more than 10 days in the past 6 months (except inhaled and topical steroids)
* Received blood products (except hepatitis B immunoglobulin) within 3 months prior to receiving the experimental vaccine
* Received another investigational drug or investigational vaccine within 1 month prior to receiving the experimental vaccine
* Plan to participate or are participating in any other drug clinical studies
* Received a live attenuated vaccine within 14 days prior to receiving the experimental vaccine, or received another vaccine within 7 days
* Those with fever before vaccination, axillary body temperature \>37.0°C
* Any other factors that, in the judgment of the investigator, make participation in the clinical trial inappropriate
* 1-20 articles for the first dose exclusion criteria
* Those who had a severe allergic reaction after the previous dose of vaccine
* Persons with serious adverse reactions causally related to the previous dose of vaccination
* Newly discovered or newly occurred after the first vaccination that do not meet the first dose inclusion criteria or meet the first dose exclusion criteria will be determined by the investigator whether to continue to participate in the study
* Other reasons for exclusion as perceived by the researcher
* 22-25 for the 2nd, 3rd, 4th agent exclusion criteria",ALL,2 Months,3 Months,,China,"Diphtheria, Tetanus and Acellular Pertussis",2025-11-03T08:19:42.857093,whooping cough,2023-08-11,2025-04-01,599.0,4.207011686143573,False,False
